"strain_id","name","type","rating"
4254,"gupta-kush","hybrid","4.3"
4255,"gutbuster","indica","4.5"
4256,"hades-haze","indica","4.7"
4257,"hammerhead","indica","5"
4258,"haoma","indica","4.8"
4259,"hardcore-og","indica","4.6"
4260,"harle-tsu","hybrid","4.4"
4261,"harle-tsu","hybrid","4.4"
4262,"harlequin","sativa","4.3"
4263,"harlequin-gdp","hybrid","4.2"
4264,"harley-storm","sativa","4.8"
4265,"harmonia","indica","4.3"
4266,"harmony","hybrid","4.4"
4267,"hash-plant","indica","4.2"
4268,"hash-plant","indica","4.2"
4269,"hashbar-og","indica","4.5"
4270,"hashberry","indica","4.3"
4271,"hashplant-haze","sativa","4.4"
4272,"hawaiian","sativa","4.2"
4273,"hawaiian-cookies","hybrid","4.6"
4274,"hawaiian-delight","indica","3.8"
4275,"hawaiian-diesel","sativa","4.2"
4276,"hawaiian-dream","sativa","4.4"
4277,"hawaiian-fire","hybrid","4.4"
4278,"hawaiian-haze","sativa","4.4"
4279,"hawaiian-mayan-gold","sativa","5"
4280,"hawaiian-punch","sativa","4.4"
4281,"hawaiian-purple-kush","indica","4.5"
4282,"hawaiian-sativa","sativa","4.2"
4283,"hawaiian-skunk","hybrid","4.2"
4284,"hawaiian-snow","sativa","4.5"
4285,"hawaiian-thunder-fuck","hybrid","4"
4286,"haze","sativa","4.2"
4287,"haze-berry","sativa","4.2"
4288,"haze-heaven","hybrid","4.5"
4289,"haze-mist","sativa","4"
4290,"haze-wreck","sativa","4.6"
4291,"head-cheese","hybrid","4.6"
4292,"head-trip","hybrid","4.3"
4293,"headband","hybrid","4.3"
4294,"headbanger","hybrid","4.4"
4295,"heavy-duty-fruity","hybrid","4.1"
4296,"heisenberg-kush","sativa","4.4"
4297,"hell-raiser-og","hybrid","4.8"
4298,"hells-angel-og","hybrid","4.5"
4299,"hellfire-og","hybrid","4.5"
4300,"hempstar","sativa","4.3"
4301,"hercules","hybrid","4.8"
4302,"herojuana","indica","4.4"
4303,"higher-power","sativa","4.8"
4304,"himalayan-blackberry","indica","4.9"
4305,"himalayan-gold","hybrid","4.2"
4306,"hindu-kush","indica","4.3"
4307,"hindu-skunk","indica","4.2"
4308,"hippie-chicken","sativa","4.3"
4309,"hippie-crippler","hybrid","4.3"
4310,"hoarfrost","hybrid","4.8"
4311,"hobbit","hybrid","4.3"
4312,"hollands-hope","indica","4.2"
4313,"hollywood-og","hybrid","4.4"
4314,"holy-grail-kush","hybrid","4.5"
4315,"honey-bananas","hybrid","4.7"
4316,"honey-boo-boo","indica","4.7"
4317,"hong-kong","hybrid","4.5"
4318,"hoodwreck","sativa","4.2"
4319,"huckleberry","hybrid","4.2"
4320,"huckleberry-hound","hybrid","5"
4321,"hulkamania","indica","4.5"
4322,"humboldt","hybrid","4.3"
4323,"humboldt-dream","indica","4.8"
4324,"hurkle","hybrid","4.7"
4325,"hurricane","sativa","4.3"
4326,"iced-grapefruit","hybrid","4.3"
4327,"ifc-og","indica","0"
4328,"ig-kush","hybrid","4.5"
4329,"ice","hybrid","4.1"
4330,"ice-cream","hybrid","4.1"
4331,"ice-princess","hybrid","5"
4332,"ice-queen","hybrid","4.6"
4333,"ice-wreck","hybrid","4.3"
4334,"iced-widow","indica","4.4"
4335,"ill-og","indica","3.7"
4336,"illuminati-og","indica","4.7"
4337,"in-the-pines","sativa","4.4"
4338,"incredible-bulk","indica","4.5"
4339,"incredible-hulk","sativa","4.5"
4340,"ingrid","indica","4.3"
4341,"irish-cream","indica","4"
4342,"island-haze","sativa","4.8"
4343,"island-maui-haze","sativa","4.5"
4344,"island-sweet-skunk","sativa","4.3"
4345,"j-27","sativa","4.2"
4346,"j1","hybrid","4.5"
4347,"jt15","indica","5"
4348,"jack-burton","indica","4.5"
4349,"jack-diesel","sativa","4.2"
4350,"jack-flash","hybrid","4.2"
4351,"jack-frost","hybrid","4.4"
4352,"jack-haze","hybrid","4.1"
4353,"jack-herer","sativa","4.4"
4354,"jack-kush","hybrid","4.1"
4355,"jack-skellington","sativa","4.7"
4356,"jack-smack","sativa","5"
4357,"jack-widow","hybrid","4.2"
4358,"jack-wreck","sativa","4.5"
4359,"jack-the-ripper","sativa","4.2"
4360,"jacks-cleaner","sativa","4.2"
4361,"jackalope","sativa","4.2"
4362,"jacked-up","hybrid","4.1"
4363,"jacky-white","sativa","4.4"
4364,"jahwaiian","sativa","4.7"
4365,"jamaican","sativa","4.3"
4366,"jamaican-dream","sativa","4.5"
4367,"jamaican-lion","sativa","4.7"
4368,"jamaican-pearl","sativa","4.2"
4369,"jawa-pie","indica","4.5"
4370,"jazz","hybrid","4.3"
4371,"jedi-kush","indica","4.5"
4372,"jelly-roll","indica","4.8"
4373,"jenni","sativa","4.8"
4374,"jesus-og","sativa","4.6"
4375,"jet-fuel","hybrid","4.6"
4376,"jillybean","hybrid","4.3"
4377,"jimi-hendrix","hybrid","4.7"
4378,"jock-horror","sativa","4.1"
4379,"joliet-jake","indica","4.8"
4380,"jolly-rancher","hybrid","4.3"
4381,"josh-d-og","indica","3.7"
4382,"jr","indica","4.5"
4383,"juicy-fruit","hybrid","4.1"
4384,"juicy-jack","hybrid","4.3"
4385,"juliet","hybrid","4.5"
4386,"julius-caesar","hybrid","4.5"
4387,"jungle-juice","hybrid","4.4"
4388,"jupiter-og","indica","4.4"
4389,"k-train","indica","4.4"
4390,"k-train","indica","4.4"
4391,"k2","hybrid","4"
4392,"kc-36","indica","4.2"
4393,"kaboom","sativa","4.5"
4394,"kahuna","indica","4.2"
4395,"kahuna","indica","4.2"
4396,"kaia-kush","hybrid","4.7"
4397,"kalashnikova","hybrid","4.3"
4398,"kaleidos-dope","hybrid","4"
4399,"kali-47","sativa","5"
4400,"kali-china","indica","4.2"
4401,"kali-dog","hybrid","4.8"
4402,"kali-mist","sativa","4.1"
4403,"kandahar","indica","4.7"
4404,"kandy-kush","hybrid","4.3"
4405,"katsu-bubba-kush","indica","4.4"
4406,"katsu-kush","indica","4.1"
4407,"kelly-hill-gold","indica","5"
4408,"kens-kush","hybrid","4.2"
4409,"kerala-krush","sativa","4.6"
4410,"key-lime-pie","hybrid","4.5"
4411,"khola","hybrid","4.2"
4412,"khola","hybrid","4.2"
4413,"khufu","indica","4.2"
4414,"kilimanjaro","sativa","4.5"
4415,"kill-bill","hybrid","4.4"
4416,"killer-grape","hybrid","4.6"
4417,"killer-queen","hybrid","4.3"
4418,"killing-fields","sativa","4.5"
4419,"kimbo-kush","hybrid","4.5"
4420,"king-kong","hybrid","4.2"
4421,"king-louis","indica","4.6"
4422,"king-kush","indica","4.3"
4423,"kiwiskunk","indica","3.9"
4424,"kobain-kush","indica","4.3"
4425,"kona-gold","sativa","4.4"
4426,"kong","hybrid","4.7"
4427,"kool-aid-smile","indica","4.8"
4428,"kosher-kush","indica","4.5"
4429,"kosher-tangie","hybrid","4.5"
4430,"krakatoa","hybrid","4"
4431,"kraken","indica","4.4"
4432,"krishna-kush","indica","4.9"
4433,"kryptonite","indica","4.3"
4434,"kuato","hybrid","5"
4435,"kubbie-kush","indica","3"
4436,"kuchi","hybrid","3.6"
4437,"kurple-fantasy","hybrid","4.7"
4438,"kush-cleaner","hybrid","4.6"
4439,"kushadelic","indica","4.5"
4440,"kushage","hybrid","4.4"
4441,"kushberry","indica","4.3"
4442,"la-chocolat","hybrid","4.5"
4443,"la-confidential","indica","4.3"
4444,"la-jack","hybrid","3.7"
4445,"la-og","indica","4.4"
4446,"la-ultra","indica","4.7"
4447,"la-woman","hybrid","4.2"
4448,"lsd","hybrid","4.3"
4449,"lvpk","hybrid","4.6"
4450,"la-nina","sativa","4.7"
4451,"lady-liberty","hybrid","4.2"
4452,"ladyburn-1974","hybrid","4"
4453,"lake-of-fire","hybrid","4.6"
4454,"lambo-og","hybrid","4.5"
4455,"larry-og","hybrid","4.3"
4456,"las-vegas-purple-kush-bx","indica","5"
4457,"lashkar-gah","indica","4.7"
4458,"laughing-buddha","sativa","4.4"
4459,"lavender","indica","4.1"
4460,"lavender-haze","sativa","4.1"
4461,"le-silver-royale","hybrid","4.5"
4462,"leda-uno","sativa","5"
4463,"lee-roy","indica","4.7"
4464,"legend-og","indica","4.6"
4465,"legendary-lemon","sativa","4"
4466,"lemon-alien-dawg","hybrid","4.5"
4467,"lemon-bananas","hybrid","5"
4468,"lemon-bubble","sativa","4.6"
4469,"lemon-cake","sativa","4.3"
4470,"lemon-diesel","hybrid","4.2"
4471,"lemon-drop","hybrid","4.1"
4472,"lemon-g","sativa","4.4"
4473,"lemon-haze","sativa","4.3"
4474,"lemon-ice","sativa","4.6"
4475,"lemon-jack","sativa","4.4"
4476,"lemon-kush","hybrid","4.1"
4477,"lemon-meringue","sativa","4.7"
4478,"lemon-og","hybrid","4.3"
4479,"lemon-pie","sativa","4.2"
4480,"lemon-sativa","sativa","4.2"
4481,"lemon-skunk","hybrid","4.3"
4482,"lemon-thai","sativa","4.1"
4483,"lemon-wreck","hybrid","4.1"
4484,"lemonberry","hybrid","4.3"
4485,"lemonhead-og","hybrid","4.9"
4486,"lennon","sativa","0"
4487,"leonidas","sativa","4"
4488,"lethal-purple","hybrid","3.3"
4489,"lifesaver","hybrid","4.5"
4490,"light-of-jah","sativa","4.6"
4491,"key-lime-haze","sativa","4.2"
4492,"lime-purple-mist","indica","4.3"
4493,"lime-skunk","sativa","4.8"
4494,"lime-sorbet","indica","5"
4495,"limon","sativa","4.8"
4496,"lions-gate","indica","4.4"
4497,"liquid-butter","indica","4.5"
4498,"locktite","hybrid","4.3"
4499,"locomotion","indica","4.6"
4500,"lodi-dodi","hybrid","4.5"
4501,"longbottom-leaf","hybrid","4.8"
4502,"lost-coast-og","hybrid","4.5"
4503,"loud-dream","hybrid","4.1"
4504,"loud-scout","hybrid","4.4"
4505,"love-potion-9","indica","4.2"
4506,"luca-brasi","hybrid","5"
4507,"lucid-bolt","indica","5"
4508,"lucid-dream","hybrid","4.6"
4509,"lucky-charms","hybrid","4.5"
4510,"lucy","hybrid","4.4"
4511,"m-39","indica","3.2"
4512,"milf","hybrid","4.4"
4513,"mk-ultra","indica","4.5"
4514,"mad-dawg","hybrid","4.5"
4515,"mad-scientist","indica","4.6"
4516,"madagascar","indica","4.1"
4517,"madcow","sativa","3.4"
4518,"madman-og","hybrid","4.6"
4519,"madzilla","indica","5"
4520,"magic-beans-og","indica","4.2"
4521,"magnum","hybrid","3.9"
4522,"magnum-pi","sativa","4.3"
4523,"mako-haze","sativa","4.2"
4524,"malakoff","sativa","3.7"
4525,"malawi","sativa","4.4"
4526,"mammoth","hybrid","4.5"
4527,"mango","indica","4.1"
4528,"mango-dream","sativa","3.9"
4529,"mango-haze","sativa","4.6"
4530,"mango-kush","hybrid","4.3"
4531,"mango-tango","hybrid","4.6"
4532,"mangolicious","indica","5"
4533,"manitoba-poison","hybrid","4.5"
4534,"maple-leaf-indica","indica","4.3"
4535,"marionberry-kush","hybrid","4.5"
4536,"mars-og","indica","4.4"
4537,"martian-mean-green","hybrid","4.2"
4538,"martian-mean-green","hybrid","4.2"
4539,"master-bubba","indica","4.3"
4540,"master-jedi","indica","4.4"
4541,"master-kush","indica","4.3"
4542,"master-og","indica","4.4"
4543,"master-yoda","hybrid","4.5"
4544,"matanuska-thunder-fuck","sativa","4.3"
4545,"mataro-blue","indica","4.6"
4546,"matsu","indica","5"
4547,"mau-mau","hybrid","4"
4548,"maui","sativa","4.2"
4549,"maui-berry","hybrid","4"
4550,"maui-citrus-punch","sativa","4.5"
4551,"maui-wowie","sativa","4.4"
4552,"mazar-i-sharif","indica","4.4"
4553,"mazar-kush","indica","4.3"
4554,"mean-misty","hybrid","4.2"
4555,"medihaze","sativa","4.6"
4556,"medicine-man","hybrid","4.4"
4557,"medicine-woman","hybrid","4.6"
4558,"medusa","hybrid","4.1"
4559,"megalodon","sativa","4.4"
4560,"mekamika-haze","sativa","5"
4561,"melon-gum","hybrid","4.3"
4562,"memory-loss","sativa","4.6"
4563,"mendo-afgoo","indica","5"
4564,"mendo-breath","indica","4.8"
4565,"mendocino-madness","hybrid","4"
4566,"mendocino-purps","hybrid","4.3"
4567,"mercury-og","indica","4.4"
4568,"merlot-og","indica","4.9"
4569,"mexican","sativa","3.4"
4570,"mexican-sativa","sativa","3.3"
4571,"michael-phelps-og","hybrid","4.4"
4572,"mickey-kush","sativa","4.6"
4573,"middlefork-x-pineapple-express","sativa","4.9"
4574,"midnight","hybrid","4.4"
4575,"milky-way","indica","4.7"
4576,"mint-chocolate-chip","hybrid","4.6"
4577,"misty-kush","indica","4.4"
4578,"mob-boss","hybrid","4.5"
4579,"moby-dick","sativa","4.3"
4580,"mochi","hybrid","5"
4581,"molokai-frost","indica","4.8"
4582,"money-maker","indica","4.6"
4583,"monkey-paw","hybrid","4.5"
4584,"monolith","indica","5"
4585,"monster-cookies","indica","4.6"
4586,"moondance","sativa","5"
4587,"moonshine-haze","sativa","4.3"
4588,"moose-and-lobsta","sativa","4.9"
4589,"morning-star","hybrid","4.3"
4590,"mossad","indica","3.8"
4591,"mossimo-og","indica","4.5"
4592,"motavation","indica","3.9"
4593,"mother-tongue","sativa","4.4"
4594,"mother-of-berries","indica","4.6"
4595,"mothers-milk","hybrid","4.4"
4596,"mt-cook","indica","5"
4597,"mud-bite","indica","5"
4598,"murkle","indica","2"
4599,"nl5-haze-mist","sativa","4.3"
4600,"nyc-diesel","hybrid","4.2"
4601,"nyc-diesel","hybrid","4.2"
4602,"nypd","sativa","4.2"
4603,"narnia","sativa","4.8"
4604,"nebula","hybrid","4.4"
4605,"nebula-ii-cbd","hybrid","4.4"
4606,"negra-44","indica","5"
4607,"nepalese","sativa","4.4"
4608,"nepalese-jam","hybrid","4"
4609,"neptune-kush","indica","4.3"
4610,"neptune-og","indica","4.4"
4611,"nexus-og","indica","4.8"
4612,"nice-cherry","indica","4.6"
4613,"nicole-kush","indica","4.9"
4614,"night-nurse","indica","4.6"
4615,"night-terror-og","indica","4.6"
4616,"night-train","indica","3.9"
4617,"nightfire-og","sativa","4.3"
4618,"nightmare-cookies","hybrid","4.7"
4619,"nina-limone","sativa","5"
4620,"nordle","indica","4.4"
4621,"north-american-sativa","sativa","4.8"
4622,"north-indian","indica","4"
4623,"northern-lights","indica","4.4"
4624,"northern-lights","indica","4.4"
4625,"northern-skunk","hybrid","4.5"
4626,"northern-wreck","indica","4.8"
4627,"nova","indica","4.9"
4628,"nuclear-cookies","hybrid","4.7"
4629,"nuggetry-og","indica","3.9"
4630,"nuken","indica","4.5"
4631,"nurse-jackie","sativa","4.4"
4632,"oca-gold","indica","4.8"
4633,"ocd","sativa","4.5"
4634,"og-18","hybrid","4.6"
4635,"og-18","hybrid","4.6"
4636,"og-cheese","hybrid","4.4"
4637,"og-chem","hybrid","4.5"
4638,"og-eddy-lepp","indica","4"
4639,"og-kush","hybrid","4.3"
4640,"og-la-affie","indica","4.8"
4641,"og-los-angeles-kush","indica","4.7"
4642,"og-poison","hybrid","4.3"
4643,"og-ringo","hybrid","4.5"
4644,"og-shark","hybrid","4.5"
4645,"og-skunk","hybrid","4.8"
4646,"og-strawberry","hybrid","4.4"
4647,"og-wreck","hybrid","4.3"
4648,"ogiesel","hybrid","4.2"
4649,"obama-kush","indica","4.4"
4650,"odyssey","hybrid","4.3"
4651,"ogre","hybrid","4.1"
4652,"ogre-berry","indica","4.3"
4653,"old-lyme-connecticut-og","hybrid","4.5"
4654,"old-mother-sativa","sativa","4"
4655,"oldtimers-haze","sativa","5"
4656,"omega","hybrid","4.8"
4657,"opal-og-kush","indica","4.5"
4658,"opium","hybrid","4.8"
4659,"or","hybrid","4.4"
4660,"orange-afghani","indica","4.5"
4661,"orange-bud","hybrid","4.3"
4662,"orange-cookies","hybrid","4.6"
4663,"orange-creamsicle","hybrid","4.8"
4664,"orange-crush","hybrid","4.2"
4665,"orange-crush","hybrid","4.2"
4666,"orange-diesel","hybrid","4.4"
4667,"orange-dream","hybrid","4.1"
4668,"orange-durban","sativa","4.8"
4669,"orange-haze","hybrid","4.4"
4670,"orange-juice","hybrid","4.4"
4671,"orange-kush","indica","4.1"
4672,"orange-romulan","indica","4"
4673,"orange-turbo","hybrid","4.3"
4674,"orange-velvet","hybrid","4.3"
4675,"orange-wreck","sativa","3"
4676,"oregon-diesel","indica","4.5"
4677,"oregon-pineapple","hybrid","4.2"
4678,"oregon-pinot-noir","sativa","4.6"
4679,"organic-diesel","hybrid","4.5"
4680,"orient-express","hybrid","4.5"
4681,"ortega","indica","4.8"
4682,"outer-space","sativa","4.7"
4683,"outlaw","sativa","4.5"
4684,"p-51","indica","4.4"
4685,"p-91","hybrid","4.5"
4686,"pvc-og","indica","4.5"
4687,"pacific-blue","indica","5"
4688,"pagoda","sativa","5"
4689,"pakistan-valley-kush","indica","5"
4690,"pakistani-chitral-kush","indica","4.7"
4691,"pamelina","indica","4.8"
4692,"panama-punch","sativa","4.9"
4693,"panama-red","sativa","4.3"
4694,"panda-og","hybrid","4.4"
4695,"papaya","indica","4.2"
4696,"papaya","indica","4.2"
4697,"paris-og","indica","4.6"
4698,"paris-xxx","indica","4.5"
4699,"pennywise","indica","4.5"
4700,"permafrost","hybrid","4.2"
4701,"pestilence","indica","0"
4702,"petrolia-headstash","indica","4.6"
4703,"peyote-cookies","indica","4.9"
4704,"pez","indica","4.3"
4705,"phantom-arrow","indica","5"
4706,"phantom-cookies","hybrid","4.6"
4707,"phantom-og","indica","4.4"
4708,"phatt-frutty","indica","4.5"
4709,"phishhead-kush","indica","5"
4710,"pine-tar-kush","indica","4.5"
4711,"pineapple","hybrid","4.2"
4712,"pineapple-chunk","hybrid","4.5"
4713,"pineapple-cookies","hybrid","4"
4714,"pineapple-diesel","hybrid","4.4"
4715,"pineapple-express","hybrid","4.4"
4716,"pineapple-fields","sativa","4.3"
4717,"pineapple-haze","sativa","4.2"
4718,"pineapple-jack","sativa","4.4"
4719,"pineapple-kush","hybrid","4.2"
4720,"pineapple-og","sativa","4.6"
4721,"pineapple-punch","sativa","4.5"
4722,"pineapple-purps","sativa","4.4"
4723,"pineapple-sage","sativa","5"
4724,"pineapple-skunk","hybrid","4.4"
4725,"pineapple-super-silver-haze","sativa","4.7"
4726,"pineapple-thai","sativa","4"
4727,"pineapple-trainwreck","hybrid","4.1"
4728,"pink-berry","indica","4"
4729,"pink-bubba","indica","4.4"
4730,"pink-champagne","indica","4.8"
4731,"pink-cookies","hybrid","4.5"
4732,"pink-death-star","indica","4.7"
4733,"pink-kush","hybrid","4.5"
4734,"pink-lemonade","hybrid","4.5"
4735,"pink-panther","hybrid","4.4"
4736,"pink-pez","hybrid","4.1"
4737,"pinot-green","sativa","4.2"
4738,"pitbull","indica","4.3"
4739,"platinum-bubba-kush","indica","4.5"
4740,"platinum-gsc","hybrid","4.6"
4741,"platinum-huckleberry-cookies","hybrid","4.8"
4742,"platinum-kush","indica","4.4"
4743,"platinum-og","indica","4.4"
4744,"platinum-purple-kush","indica","4.3"
4745,"plushberry","indica","4.3"
4746,"pluto-kush","indica","3.9"
4747,"poison-haze","sativa","4.1"
4748,"pokie","indica","3.5"
4749,"poochie-love","sativa","4"
4750,"popcorn-kush","indica","4.2"
4751,"pot-of-gold","indica","4.2"
4752,"power-kush","indica","4"
4753,"power-plant","sativa","4.2"
4754,"pre-98-bubba-kush","indica","4.4"
4755,"pre-98-bubba-kush","indica","4.4"
4756,"predator-pink","hybrid","4.7"
4757,"presidential-og","indica","4.5"
4758,"primus","indica","4.7"
4759,"professor-chaos","hybrid","4.6"
4760,"puna-buddaz","indica","5"
4761,"puna-budder","hybrid","4.8"
4762,"punky-lion","indica","4.5"
4763,"pure-afghan","indica","4.7"
4764,"pure-kush","indica","4.4"
4765,"pure-love","indica","4.8"
4766,"pure-og","indica","4.1"
4767,"pure-power-plant","hybrid","4.4"
4768,"purple-ak-47","hybrid","4.3"
4769,"purple-afghani","indica","4.2"
4770,"purple-arrow","hybrid","4.2"
4771,"purple-aurora","hybrid","5"
4772,"purple-berry","indica","4.4"
4773,"purple-bubba","indica","4.4"
4774,"purple-bud","indica","4.2"
4775,"purple-buddha","indica","4.4"
4776,"purple-bush","indica","4.8"
4777,"purple-candy","indica","4.4"
4778,"purple-champagne","sativa","4.4"
4779,"purple-cheddar","indica","4.5"
4780,"purple-cheese","hybrid","4.3"
4781,"purple-chemdawg","indica","4.5"
4782,"purple-cotton-candy","indica","4.6"
4783,"purple-cow","sativa","4.5"
4784,"purple-crack","hybrid","4.3"
4785,"purple-cream","indica","4.3"
4786,"purple-diesel","hybrid","4.2"
4787,"purple-dog-shit","hybrid","4.8"
4788,"purple-dragon","indica","4.3"
4789,"purple-dream","hybrid","4.4"
4790,"purple-elephant","indica","4.2"
4791,"purple-frost","hybrid","0"
4792,"purple-goo","indica","4.5"
4793,"purple-gorilla","hybrid","4.3"
4794,"purple-hashplant","hybrid","4.2"
4795,"purple-haze","sativa","4.3"
4796,"purple-headband","hybrid","4.3"
4797,"purple-hindu-kush","indica","4.6"
4798,"purple-ice","hybrid","4.4"
4799,"purple-jack","hybrid","4.3"
4800,"purple-jolly-rancher","indica","4.4"
4801,"purple-kush","indica","4.3"
4802,"purple-linda","indica","5"
4803,"purple-martian-kush","indica","4.5"
4804,"purple-maui","hybrid","4.1"
4805,"purple-monkey-balls","indica","4.6"
4806,"purple-nepal","indica","4.2"
4807,"purple-og-kush","indica","4.4"
4808,"purple-pantera","hybrid","4.8"
4809,"purple-panty-dropper","indica","4.3"
4810,"purple-passion","indica","4.4"
4811,"purple-people-eater","indica","4.1"
4812,"purple-pinecone","indica","4.6"
4813,"purple-power","sativa","4.4"
4814,"purple-princess","hybrid","4.2"
4815,"purple-punch","indica","4.6"
4816,"purple-rhino","hybrid","4.8"
4817,"purple-skunk","hybrid","4.3"
4818,"purple-sour-diesel","hybrid","4.3"
4819,"purple-star","indica","4.6"
4820,"purple-swish","indica","5"
4821,"purple-tangie","sativa","4.5"
4822,"purple-thai","sativa","4.6"
4823,"purple-tonic","indica","3.2"
4824,"purple-trainwreck","hybrid","4.2"
4825,"purple-urkle","indica","4.4"
4826,"purple-voodoo","hybrid","4.4"
4827,"purple-widow","hybrid","4.6"
4828,"purple-wreck","indica","4.3"
4829,"q3","sativa","3.6"
4830,"qleaner","hybrid","4.4"
4831,"qrazy-train","hybrid","4.3"
4832,"quantum-kush","sativa","4.7"
4833,"querkle","indica","4.3"
4834,"quin-n-tonic","indica","4.6"
4835,"quin-n-tonic","indica","4.6"
4836,"qush","indica","4.5"
4837,"rafael","sativa","5"
4838,"rainbow-jones","indica","5"
4839,"rare-darkness","indica","0"
4840,"raspberry-cough","sativa","4.4"
4841,"raspberry-kush","indica","4.2"
4842,"ray-charles","indica","4.5"
4843,"rebel-god-smoke","sativa","5"
4844,"reclining-buddha","indica","4.9"
4845,"recon","indica","4.2"
4846,"red-congolese","sativa","4.6"
4847,"red-dragon","hybrid","4.2"
4848,"red-dwarf","indica","4.3"
4849,"red-eye-og","indica","4.4"
4850,"red-haze","sativa","4.3"
4851,"red-headed-stranger","sativa","4.5"
4852,"red-poison","hybrid","4.7"
4853,"red-widow","hybrid","3.2"
4854,"redding-og","hybrid","4.3"
4855,"redwood-kush","indica","4.4"
4856,"remedy","indica","4.6"
4857,"rene","hybrid","4.3"
4858,"richie-rich","hybrid","4.3"
4859,"ridge-berry","sativa","5"
4860,"rigger-kush","indica","0"
4861,"rip-city-purps","indica","4.2"
4862,"ripped-bubba","hybrid","4.2"
4863,"robert-plant","sativa","4.5"
4864,"rockbud","indica","4.2"
4865,"rocklock","indica","4.6"
4866,"rockstar","indica","4.3"
4867,"rockstar-kush","indica","4.2"
4868,"rockstar-master-kush","indica","4.2"
4869,"rocky-mountain-blueberry","indica","4.6"
4870,"rocky-mountain-high","hybrid","4.3"
4871,"rollex-og-kush","indica","4.7"
4872,"romping-goddess","hybrid","4"
4873,"romulan","indica","4.2"
4874,"romulan-grapefruit","hybrid","4.3"
4875,"romulan-haze","hybrid","4.5"
4876,"root-beer-kush","sativa","3.8"
4877,"rose-bud","indica","4.2"
4878,"royal-chemdawg","hybrid","4.3"
4879,"royal-dwarf","hybrid","4.4"
4880,"royal-haze","sativa","4.6"
4881,"royal-highness","hybrid","4.8"
4882,"royal-kush","hybrid","4.2"
4883,"rudeboi-og","hybrid","4.8"
4884,"rug-burn-og","hybrid","4.4"
4885,"russian-assassin","indica","4.9"
4886,"russian-rocket-fuel","hybrid","4.1"
4887,"sage","hybrid","4.2"
4888,"sfv-og","hybrid","4.4"
4889,"sfv-og-kush","indica","4.5"
4890,"sage-n-sour","sativa","4.2"
4891,"salmon-river-og","indica","4.4"
4892,"santa-maria","sativa","4.4"
4893,"santa-sativa","sativa","4.3"
4894,"sapphire-scout","hybrid","4.6"
4895,"sapphire-star","hybrid","4.5"
4896,"satellite-og","indica","4.9"
4897,"satori","hybrid","4.1"
4898,"saturn-og","hybrid","4.5"
4899,"schrom","sativa","4.3"
4900,"scouts-honor","hybrid","5"
4901,"seattle-blue","indica","4.5"
4902,"seattle-cough","sativa","4.7"
4903,"secret-garden-og","indica","5"
4904,"sensi-skunk","indica","4.4"
4905,"sensi-star","indica","4.1"
4906,"sequoia-strawberry","sativa","4.4"
4907,"serious-6","sativa","3.8"
4908,"serious-happiness","hybrid","4.4"
4909,"sexxpot","indica","4.1"
4910,"shaman","sativa","4.2"
4911,"shark-attack","indica","4.2"
4912,"shark-bite","hybrid","4.1"
4913,"shark-shock","indica","4.2"
4914,"sharks-breath","hybrid","4.4"
4915,"shining-silver-haze","sativa","4.8"
4916,"shipwreck","sativa","4.5"
4917,"shishkaberry","indica","4.3"
4918,"shiva-skunk","indica","4.2"
4919,"shoreline","hybrid","4.4"
4920,"silver-back","hybrid","4"
4921,"silver-bubble","hybrid","4.5"
4922,"silver-haze","sativa","4.2"
4923,"silver-kush","sativa","4.4"
4924,"silver-pearl","hybrid","4.3"
4925,"silver-surfer","hybrid","4.3"
4926,"silver-train","sativa","4.7"
4927,"silverback-gorilla","indica","4.5"
4928,"silverhawks-og","sativa","5"
4929,"sin-city-kush","indica","4.9"
4930,"sin-valley-og","hybrid","4.5"
4931,"sinmint-cookies","hybrid","4.6"
4932,"sinai","sativa","4.8"
4933,"sirius-black","indica","4.6"
4934,"skins-skunk","hybrid","5"
4935,"skunk-47","indica","4.3"
4936,"skunk-dawg","sativa","4.4"
4937,"skunk-haze","hybrid","4.1"
4938,"skunkberry","hybrid","4.5"
4939,"skunky-diesel","hybrid","4.2"
4940,"skydog","indica","4.5"
4941,"skywalker","indica","4.3"
4942,"skywalker-og","hybrid","4.5"
4943,"slazerbeam","sativa","4.6"
4944,"sleeskunk","sativa","4.2"
4945,"sleestack","sativa","4.3"
4946,"slimer-og","hybrid","4.6"
4947,"smelliot","hybrid","5"
4948,"snoop-dogg-og","indica","4.6"
4949,"snow-diesel","hybrid","3.4"
4950,"snow-leopard","indica","4.6"
4951,"snow-lotus","hybrid","4.6"
4952,"snow-monster","indica","4.3"
4953,"snow-mountain","indica","4"
4954,"snow-ryder","indica","4"
4955,"snow-white","hybrid","4.3"
4956,"snowland","hybrid","4.5"
4957,"snowcap","hybrid","4.1"
4958,"sojay-haze","sativa","4.8"
4959,"somango","indica","4.3"
4960,"sonic-screwdriver","sativa","4.5"
4961,"sonoma-coma","sativa","4.5"
4962,"sorcerers-apprentice","hybrid","5"
4963,"soul-assassin-og","hybrid","4.5"
4964,"soul-shine","hybrid","4.1"
4965,"soulshine-aloha","indica","0"
4966,"sour-alien","hybrid","4.3"
4967,"sour-amnesia","sativa","4.6"
4968,"sour-ape","indica","4.2"
4969,"sour-apple","hybrid","4.2"
4970,"sour-banana-sherbet","hybrid","4.7"
